,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
836,声阻抗,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0,0,0,0,0
837,阈值分割,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
838,数据终端,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001934969,0
839,如虚,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001291105,0,0
840,旋度,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130373247,0,0,0
841,二次等效电路,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002582211,0,0
842,网络安全,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0,0,0
843,波形发生器,0,0,0,0,0,0,0,0,0,0,0.000870713,0,0,0,0,0,0
844,代数结构,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0
845,频域采样,0,0,0,0,0,0,0,0,0.039631506,0,0,0,0,0,0,0,0
846,湿度传感器,0,0,0,0,0.048452378,0,0,0,0,0,0,0,0,0,0,0,0
847,算术编码,0,0,0,0,0,0,0,0,0,0.025432232,0,0,0,0,0,0,0
848,RC串并联选频网络,0,0,0,0,0,0,0,0,0,0,0,0,0.006595439,0,0,0,0
849,接口技术,0,0,0,0,0,0,0,0.198855954,0,0,0,0,0,0,0,0,0
850,电源变压器,0,0,0,0,0,0,0,0,0,0,0,0,0.004165541,0,0,0,0.000831376
851,加速度计,0,0,0,0,0.003800186,0.005431961,0,0,0,0,0,0,0,0,0,0,0
852,无线传感器网络,0,0,0,0,0.028026375,0,0,0,0,0,0,0,0,0,0,0,0
853,快速排序,0,0,0,0,0,0,0,0,0,0,0,0.082097043,0,0,0,0,0
854,顺序结构,0.01584122,0,0,0.041410946,0.000475023,0,0,0,0,0,0,0.001954692,0,0,0,0,0
855,递归函数,0.005657578,0,0,0,0,0,0,0,0,0,0,0.060595437,0,0,0,0,0
856,电磁脉冲,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014007043,0.001291105,0,0
857,纠错编码,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02128466,0
858,Vcc,0,0,0,0,0,0,0,0,0,0,0.135831261,0,0.220079396,0,0,0,0.016627528
859,反演定理,0,0,0,0,0,0,0,0,0,0,0.008707132,0,0,0,0,0,0
860,调频接收机,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0.009976517
861,负载特性,0,0,0,0,0.000950047,0,0,0,0,0,0.00261214,0,0,0,0,0,0.009145141
862,传导电流,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03555634,0,0,0
863,交流电桥,0,0,0,0,0.011400559,0,0,0,0,0,0,0,0,0,0,0,0
864,结构力学,0,0,0.006550796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,偏振,0,0,0,0,0.003325163,0,0,0,0,0,0,0,0,0.012929578,0,0,0
866,功率管,0,0,0,0,0,0,0,0,0,0,0,0,0.010413852,0,0,0,0.003325506
867,二进制,0.099573381,0.082905833,0.045855573,0.234662025,0.003325163,0,0.364763407,0.095226795,0.027301704,0.01961915,0.227256147,0,0,0,0.001291105,0.198334332,0.077318007
868,二分法,0.001131516,0,0,0,0,0,0,0,0,0,0,0.007818766,0,0,0,0,0
869,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,整流桥,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0,0,0
871,HC138,0,0,0,0,0,0,0,0,0,0,0.022638543,0,0,0,0,0,0
872,有源滤波电路,0,0,0,0,0,0,0,0,0,0,0,0,0.030200169,0,0,0,0
873,模式定义,0,0,0,0,0,0,0,0,0,0.00145327,0,0,0,0,0,0,0
874,质谱仪,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215493,0,0,0
875,线性方程组,0,0,0.248930252,0,0,0.00135799,0.008151138,0,0,0,0,0,0,0,0,0,0
876,关键字,0.024893345,0.096723472,0.032753981,0.05981581,0,0,0,0,0,0,0.001741426,0.244336438,0.006248311,0,0,0,0
877,示波器,0,0,0.052406369,0,0.003325163,0.00135799,0,0.001400394,0,0,0.004353566,0,0.00208277,0,0.001291105,0.013544784,0.009145141
878,电磁感应,0,0,0,0,0.006650326,0,0,0.001400394,0,0,0,0,0,0.020471832,0.005164421,0,0
879,摩尔,0,0,0,0.018404865,0.000950047,0,0,0,0,0.00145327,0,0,0,0,0,0.000967485,0
880,动态内存分配,0.003394547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,功率谱,0,0,0,0,0,0.024443822,0,0,0.012329802,0.010899528,0,0,0,0,0,0.049341712,0.003325506
882,共阳,0,0,0,0,0,0,0,0.002800788,0,0,0,0,0,0,0,0,0
883,临界点,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0,0,0
884,核磁共振,0,0,0,0,0,0,0,0,0,0.005086446,0,0,0,0,0,0,0
885,调谐,0,0,0.026203184,0,0,0,0,0,0,0.000726635,0,0,0.001388514,0.001077465,0.001291105,0,0.074823878
886,图像锐化,0,0,0,0,0,0,0,0,0,0.010899528,0,0,0,0,0,0,0
887,连续系统,0,0,0.091711146,0,0,0.19419259,0,0,0,0,0,0,0,0,0,0,0
888,中轴变换,0,0,0,0,0,0,0,0,0,0.002179906,0,0,0,0,0,0,0
889,E2P,0,0,0,0,0.002375117,0,0,0,0,0,0.015672838,0,0,0,0,0,0
890,本征半导体,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0.017356419,0,0,0,0
891,微分,0,0,0.078609553,0,0.005225256,0.089627349,0.01834006,0,0.007926301,0.064670533,0.011319272,0,0.011108108,0.029091551,0.025822105,0.012577299,0.004988259
892,直流参数,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0,0,0.000831376
893,独立节点,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015493263,0,0
894,拉普拉斯方程,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03340141,0,0,0
895,ADC,0,0,0,0,0.006650326,0,0,0,0.003522801,0,0.004353566,0,0,0,0,0,0.000831376
896,hanning,0,0,0,0,0,0,0,0,0.0026421,0,0,0,0,0,0,0,0
897,磁感,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002582211,0,0
898,链表,0.098441865,0.02487175,0,0,0,0,0,0,0,0,0,0.488672876,0,0,0,0,0
899,灰度直方图,0,0,0,0,0,0,0,0,0,0.005813082,0,0,0,0,0,0,0
900,函数指针,0,0,0,0,0,0,0,0,0,0,0,0.001954692,0,0,0,0,0
901,函数声明,0.058838816,0,0,0,0,0,0,0,0,0,0,0.003909383,0,0,0,0,0
902,数据成员,0,0,0.019652388,0,0,0,0,0,0,0,0,0.003909383,0,0,0,0,0
903,轮询,0,0.016581167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,机器语言,0.009052126,0.008290583,0,0.041410946,0,0,0,0.005601576,0,0,0,0,0,0,0,0,0
905,阻抗等效互换,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004988259
906,互补功率放大电路,0,0,0,0,0,0,0,0,0,0,0,0,0.002429899,0,0,0,0
907,动态标定,0,0,0,0,0.004750233,0,0,0,0,0,0,0,0,0,0,0,0
908,电压放大倍数,0,0,0,0,0,0,0,0,0,0,0.004353566,0,0.116982265,0,0.002582211,0,0.001662753
909,修饰符,0.010183641,0.279116304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,单片机,0,0,0,0,0.011400559,0,0,0.774417905,0.005284201,0,0,0,0,0,0,0,0
911,merless,0,0,0,0,0,0,0,0,0,0,0,0,0.002777027,0,0,0,0
912,运放,0,0,0,0,0,0,0,0,0,0,0,0,0.004859797,0,0.002582211,0,0
913,双运放,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0,0,0
914,中央处理器,0,0,0,0.009202432,0.00142507,0,0,0.005601576,0,0,0,0,0,0,0,0,0
915,齐性,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009037737,0,0
916,直角坐标,0,0,0.026203184,0,0,0.00271598,0,0,0,0.000726635,0,0,0,0.085119723,0,0,0
917,铜热电阻,0,0,0,0,0.00712535,0,0,0,0,0,0,0,0,0,0,0,0
918,指纹识别,0,0,0,0,0.003800186,0,0,0,0,0.00145327,0,0,0,0,0,0,0
919,PN结,0,0,0,0,0.017575862,0,0,0,0,0,0.001741426,0,0.05797044,0,0.002582211,0,0.004156882
920,离散无记忆信源,0,0,0,0,0,0,0.044831257,0,0,0,0,0,0,0,0,0,0
921,声纹,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0,0,0
922,有源,0,0,0,0,0.00570028,0.00135799,0,0.004201182,0,0.000726635,0.006094992,0,0.007636824,0.015084508,0.007746632,0.000967485,0.028266798
923,指数运算电路,0,0,0,0,0,0,0,0,0,0,0,0,0.011108108,0,0,0,0
924,周期矩形脉冲,0,0,0,0,0,0.016295882,0,0,0,0,0,0,0,0,0,0,0
925,形参,0.255722547,0,0.045855573,0.041410946,0,0,0,0,0,0,0,0.050821979,0,0,0,0,0
926,滞回比较器,0,0,0,0,0,0,0,0,0,0,0,0,0.031935811,0,0,0,0
927,阶跃函数,0.002263031,0,0,0,0.000950047,0.044813675,0,0,0,0,0,0,0,0,0.011619947,0,0
928,边射式,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005387324,0,0,0
929,残差,0,0,0,0,0,0,0,0,0,0.038511666,0,0,0,0,0,0,0
930,调谐放大器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009145141
931,额定电流,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0.002582211,0,0
932,关系表达式,0.035076986,0,0.006550796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,可加性,0,0,0,0,0,0.006789951,0,0,0.0008807,0,0,0,0,0,0.005164421,0,0
934,绝对湿度,0,0,0,0,0.005225256,0,0,0,0,0,0,0,0,0,0,0,0
935,阻塞干扰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003325506
936,周期信号,0,0,0,0,0.002375117,0.118145142,0,0.002800788,0.018494703,0,0,0,0.000694257,0,0.006455526,0.007739876,0
937,存储系统,0,0,0,0,0,0,0,0,0.0008807,0,0,0,0,0,0,0,0
938,信噪比,0,0,0,0,0.004750233,0,0.006113353,0.001400394,0.017614003,0.005086446,0,0,0.004165541,0.001077465,0,0.190594455,0.038243315
939,反射率,0,0,0,0,0.000950047,0,0,0,0,0.000726635,0,0,0,0,0,0,0
940,亥姆霍兹定理,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021549297,0,0,0
941,单工,0,0,0,0,0,0,0,0.001400394,0,0,0,0,0,0,0,0.008707361,0
942,放射状,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
943,深度负反馈放大电路,0,0,0,0,0,0,0,0,0,0,0,0,0.003818412,0,0,0,0
944,串联式,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001662753
945,消因子法,0,0,0,0,0,0,0,0,0,0,0.001741426,0,0,0,0,0,0
946,图像格式,0,0,0,0.018404865,0,0,0,0,0,0.002179906,0,0,0,0,0,0,0
947,空语句,0.005657578,0.005527056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,无线信道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014512268,0.002494129
949,声速,0,0,0,0,0.00427521,0,0,0,0,0,0,0,0,0,0,0,0
950,图像复原,0,0,0,0,0,0,0,0,0,0.041418206,0,0,0,0,0,0,0
951,幅频,0,0,0,0,0,0.032591763,0,0,0.028182404,0,0,0,0.001388514,0,0.005164421,0,0.001662753
952,中值滤波,0,0,0,0,0.000475023,0.00135799,0,0.005601576,0.0008807,0.043598112,0,0,0,0,0,0,0
953,电压比较器,0,0,0,0,0.000950047,0,0,0,0,0,0.008707132,0,0.06005321,0,0,0,0
954,线性变换,0,0,0.013101592,0,0,0.012221911,0.012226706,0,0.007045601,0.006539717,0,0,0,0,0,0.007739876,0.002494129
955,半导体气体传感器,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
956,拓扑排序,0,0,0,0,0,0,0,0,0,0,0,0.050821979,0,0,0,0,0
957,射频,0,0,0,0,0.000475023,0,0,0,0.0008807,0,0,0,0,0,0,0.002902454,0.033255057
958,指针变量,0.611018474,0,0,0,0,0,0,0,0,0,0,0.021501607,0,0,0,0,0
959,UVP,0,0,0,0,0,0,0,0,0,0,0.000870713,0,0,0,0,0,0
960,赋值语句,0.054312753,0.011054111,0.032753981,0.064417026,0,0,0,0,0,0,0.000870713,0,0,0,0,0,0
961,磁感应强度,0,0,0,0,0.003800186,0,0,0,0,0,0,0,0,0.00215493,0.019366579,0,0
962,泊松方程,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018316902,0,0,0
963,线性度,0,0,0,0,0.010925536,0,0,0.001400394,0,0,0,0,0.00208277,0,0,0,0.003325506
964,镜像法,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042021129,0,0,0
965,错误概率,0,0,0,0,0,0,0.122267064,0,0,0,0,0,0,0,0,0.020317175,0.005819635
966,字符数组,0.203672825,0.022108222,0,0,0,0,0,0,0,0,0,0.001954692,0,0,0,0,0
967,低频,0,0,0,0,0.005225256,0.005431961,0,0.005601576,0.010568402,0.01816588,0,0,0.073938346,0.001077465,0.005164421,0.020317175,0.039074692
968,数据总线,0,0,0,0,0.000475023,0,0,0.016804729,0,0,0.000870713,0,0,0,0,0,0.001662753
969,CCD成像,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
970,正交函数集,0,0,0,0,0,0.032591763,0,0,0,0,0,0,0,0,0,0,0
971,高频电波,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831376
972,直方图规定化,0,0,0,0,0,0,0,0,0,0.013079434,0,0,0,0,0,0,0
973,状态机,0,0,0,0,0,0,0.002037784,0,0,0,0.008707132,0,0,0,0,0,0
974,可变电容,0,0,0,0,0,0,0,0,0,0,0,0,0.000694257,0,0.001291105,0,0.004156882
975,死循环,0.002263031,0,0,0.009202432,0,0,0.002037784,0.01400394,0,0,0,0,0,0,0,0,0
976,Z变换,0,0,0.052406369,0,0,0,0,0,0.105684016,0,0,0,0,0,0.001291105,0,0
977,亥姆霍兹方程,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017239438,0,0,0
978,压缩算法,0,0,0,0,0,0,0,0,0,0.00145327,0,0.003909383,0,0,0,0,0
979,入射角,0,0,0,0,0.00427521,0,0,0,0,0,0,0,0,0.021549297,0,0.000967485,0
980,频分复用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030959505,0
981,多进制频移键控,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004837423,0
982,振幅,0,0,0.006550796,0,0.003325163,0.021727842,0,0,0.0017614,0.000726635,0,0,0.004859797,0.096971837,0.037442053,0.096748454,0.135514356
983,内存地址,0.003394547,0,0,0.009202432,0,0,0,0,0,0,0,0.001954692,0,0,0,0,0
984,基极,0,0,0,0,0.005225256,0,0,0,0,0,0.032216389,0,0.113163853,0,0.001291105,0,0.061521855
985,吸收功率,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007746632,0,0
986,条件表达式,0.047523659,0.002763528,0,0.004601216,0,0,0,0,0,0,0,0,0,0,0,0,0
987,饱和度,0,0,0,0,0,0,0,0,0,0.044324747,0,0,0,0,0,0,0
988,光敏电阻,0,0,0,0,0.039426935,0,0,0,0,0,0,0,0,0,0,0,0
989,串行口,0,0,0,0,0.000950047,0,0,0.128836252,0,0,0,0,0,0,0,0,0
990,数据存储,0.001131516,0,0.013101592,0.013803649,0.001900093,0,0,0.002800788,0,0.00145327,0,0.035184447,0,0,0,0,0
991,互感电压,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037442053,0,0.000831376
992,模拟滤波器,0,0,0,0,0,0.00135799,0,0.001400394,0.103922616,0,0,0,0,0,0,0,0
993,光密度计,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
994,SR触发器,0,0,0,0,0,0,0,0,0,0,0.051372079,0,0,0,0,0,0
995,编码冗余,0,0,0,0,0,0,0,0,0,0.009446258,0,0,0,0,0,0,0
996,电场强度,0,0,0,0,0.000950047,0,0,0,0,0,0.000870713,0,0,0.301690159,0.001291105,0,0
997,词库,0,0,0,0.027607297,0,0,0,0,0,0,0,0,0,0,0,0,0
998,时域响应,0,0,0.006550796,0,0,0.006789951,0,0,0,0,0,0,0,0,0.009037737,0,0.001662753
999,超声波成像,0,0,0,0.004601216,0,0,0,0,0,0.002906541,0,0,0,0,0,0,0
1000,交流参数,0,0,0,0,0,0,0,0,0,0,0,0,0.00208277,0,0,0,0
1001,半导体二极管,0,0,0,0,0.000950047,0,0,0,0,0,0.006965706,0,0.009025338,0,0,0,0.005819635
1002,电压串联负反馈电路,0,0,0,0,0,0,0,0,0,0,0,0,0.006942568,0,0,0,0
1003,适配器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001934969,0
1004,确知信号,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036764413,0
1005,角频率,0,0,0,0,0.00855042,0.084195388,0,0,0.016733303,0.000726635,0,0,0.003471284,0.005387324,0.02194879,0.015479753,0.046557079
1006,旋转不变性,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
1007,石英晶体振荡器,0,0,0,0,0.000475023,0,0,0,0,0,0.001741426,0,0,0,0,0,0.016627528
1008,差分波形,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007739876,0
1009,W7800系列,0,0,0,0,0,0,0,0,0,0,0,0,0.003471284,0,0,0,0
1010,C#,0.001131516,0,0,0.013803649,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,或非门,0,0,0,0,0,0,0,0,0,0,0.065303491,0,0,0,0,0,0
1012,波动方程,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016161973,0,0,0
1013,矩形金属波导,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215493,0,0,0
1014,冷端温度补偿,0,0,0,0,0.00427521,0,0,0,0,0,0,0,0,0,0,0,0
1015,CMI码,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006772392,0
1016,傅里叶级数,0,0,0,0,0.000475023,0.107281221,0,0,0.005284201,0.010899528,0,0,0.000694257,0.003232395,0.029695421,0.015479753,0.005819635
1017,集成运算放大电路,0,0,0,0,0,0,0,0,0,0,0,0,0.017356419,0,0,0,0
1018,动态存储分配,0.004526063,0,0,0,0,0,0,0,0,0,0,0.007818766,0,0,0,0,0
1019,线性卷积,0,0,0,0,0,0,0.004075569,0,0.030824505,0,0,0,0,0,0,0,0
1020,同步序列,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001934969,0
1021,超前进位加法器,0,0,0,0,0,0,0,0,0,0,0.006094992,0,0,0,0,0,0
1022,声纳,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0,0,0
1023,有源低通滤波器,0,0,0,0,0,0,0,0,0,0,0,0,0.000694257,0,0,0,0
1024,临界阻尼,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0.005164421,0,0
1025,低优先级,0,0.005527056,0,0,0,0,0,0.015404334,0,0,0.001741426,0,0,0,0,0,0
1026,模拟信号,0,0,0,0,0.009500466,0.00271598,0,0.004201182,0.110087516,0.000726635,0.018284977,0,0.0256875,0,0.001291105,0.115130661,0.006651011
1027,积分电路,0,0,0,0,0.001900093,0,0,0,0,0,0.005224279,0,0.009719595,0,0,0,0.000831376
1028,电阻式液体重量传感器,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
1029,频率稳定度,0,0,0,0,0,0,0,0,0,0,0.001741426,0,0,0,0,0.002902454,0.082306265
1030,单稳态,0,0,0,0,0,0,0,0.001400394,0,0,0.086200608,0,0,0,0,0,0
1031,环路放大倍数,0,0,0,0,0,0,0,0,0,0,0,0,0.00208277,0,0,0,0
1032,数字滤波器,0,0,0,0,0,0.00271598,0,0.002800788,0.253641638,0.008719622,0,0,0,0,0,0.001934969,0.000831376
1033,插值法,0,0,0.006550796,0,0.000950047,0,0,0,0.0008807,0,0,0,0,0,0,0,0
1034,光电式传感器,0,0,0,0,0.033251632,0,0,0,0,0,0,0,0,0,0,0,0
1035,希尔排序,0,0,0,0,0,0,0,0,0,0,0,0.041048522,0,0,0,0,0
1036,共射,0,0,0,0,0,0,0,0,0,0,0,0,0.003124155,0,0,0,0
1037,斯托克斯,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004309859,0,0,0
1038,磁敏式,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
1039,七段字符显示器,0,0,0,0,0,0,0,0,0,0,0.003482853,0,0,0,0,0,0
1040,Logtrans,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
1041,声波,0,0,0,0,0.00712535,0,0,0,0,0.008719622,0,0,0,0,0,0,0.004156882
1042,透镜天线,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004309859,0,0,0
1043,互调干扰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009145141
1044,恒定磁场,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104514091,0,0,0
1045,Hash,0,0,0,0,0,0,0,0,0,0,0,0.017592224,0,0,0,0,0
1046,负极板,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011852113,0,0,0
1047,八进制,0.02376183,0.030398805,0,0.064417026,0,0,0,0.016804729,0,0,0.030474962,0,0,0,0,0.005804907,0
1048,电流放大倍数,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0.005554054,0,0,0,0
1049,数据处理定理,0,0,0,0,0,0,0.006113353,0,0,0,0,0,0,0,0,0,0
1050,RCC,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0,0,0
1051,表面张力,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005387324,0,0,0
1052,美国信息交换标准代码,0,0,0,0,0,0,0,0,0,0,0.003482853,0,0,0,0,0,0
1053,数学分析,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0.000967485,0
1054,频域分析,0,0,0,0,0,0.10049127,0,0,0.024659604,0,0,0,0,0,0.005164421,0,0
1055,交流反馈,0,0,0,0,0,0,0,0,0,0,0,0,0.014579392,0,0,0,0.002494129
1056,概率论,0,0,0,0.004601216,0.000475023,0,0.002037784,0,0,0.006539717,0,0,0,0,0,0.005804907,0
1057,CCD图像传感器,0,0,0,0,0.00997549,0,0,0,0,0,0,0,0,0,0,0,0
1058,Prim算法,0,0,0,0,0,0,0,0,0,0,0,0.044957905,0,0,0,0,0
1059,回路抽头,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004156882
1060,晶体管,0,0,0,0.073619459,0.032776608,0,0,0,0.0008807,0.000726635,0.000870713,0,0.353376695,0.001077465,0.028404316,0,0.220314751
1061,移相,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0.000694257,0,0,0,0.012470646
1062,编解码,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0.006772392,0
1063,电平触发,0,0,0,0,0,0,0,0.004201182,0,0,0.049630653,0,0,0,0,0,0
1064,多进制差分相移键控,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002902454,0
1065,共振频率,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
1066,运算放大器,0,0,0,0,0.013775676,0,0,0.001400394,0.0008807,0,0.026121396,0,0,0,0.052935316,0,0.006651011
1067,电阻式差压传感器,0,0,0,0,0.002375117,0,0,0,0,0,0,0,0,0,0,0,0
1068,三元组,0,0,0.032753981,0,0,0,0,0,0,0.013806069,0,0.001954692,0,0,0,0,0
1069,等比数列,0,0,0,0,0,0.00271598,0,0,0,0,0,0.001954692,0,0,0,0,0
1070,网络传感器,0,0,0,0,0.027551352,0,0,0,0,0,0,0,0,0,0,0,0
1071,电位,0,0,0,0,0.010925536,0.00135799,0,0.00700197,0,0,0.02437997,0,0.094071792,0.268288748,0.016784369,0.001934969,0.004988259
1072,位函数,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024781692,0,0,0
1073,地址总线,0,0,0,0,0,0,0,0.016804729,0,0,0,0,0,0,0,0,0
1074,高斯过程,0,0,0,0,0,0,0.002037784,0,0,0,0,0,0,0,0,0.034829444,0
1075,数据类型,0.055444269,0.019344694,0.078609553,0.363496077,0.000475023,0,0,0,0.0017614,0.000726635,0.000870713,0.041048522,0,0,0,0,0
1076,直流电,0,0,0,0,0.00570028,0,0,0.004201182,0,0.000726635,0,0,0.041655406,0.001077465,0.020657684,0.003869938,0.028266798
1077,正弦波振荡器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03491781
1078,信号量噪比,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03192699,0
1079,复共轭序列,0,0,0,0,0,0,0,0,0.003522801,0,0,0,0,0,0,0,0
1080,载波,0,0,0,0,0.001900093,0.00135799,0,0,0.021136803,0,0,0,0.000694257,0.007542254,0,0.320237384,0.383264528
1081,傅里叶系数,0,0,0,0,0,0.047529655,0,0,0,0.00145327,0,0,0,0,0,0.001934969,0
1082,直接耦合互补输出级,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0,0,0
1083,C++,0.052049722,0.005527056,0.026203184,0.041410946,0.00142507,0,0,0,0,0,0.000870713,0.003909383,0.000347128,0,0,0,0.001662753
1084,单位阶跃响应,0,0,0.006550796,0,0.00142507,0.008147941,0,0,0.0026421,0,0,0,0,0,0.007746632,0,0
1085,有限域,0,0,0,0,0,0,0.038717904,0,0,0,0,0,0,0,0,0.002902454,0
1086,窄带随机过程,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01064233,0
1087,同态滤波,0,0,0,0,0,0,0,0,0,0.012352798,0,0,0,0,0,0,0
1088,逻辑真值表,0,0,0.006550796,0,0,0,0,0,0,0,0.011319272,0,0,0,0,0,0
1089,闭环控制,0,0,0,0,0,0,0,0.001400394,0,0,0,0,0,0,0,0,0
1090,差动变压器电感式传感器,0,0,0,0,0.00712535,0,0,0,0,0,0,0,0,0,0,0,0
1091,光谱,0,0,0.006550796,0,0.035626748,0,0,0,0,0.034151854,0,0,0,0,0,0,0
1092,二进制差分相移键控,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002902454,0
1093,相频特性,0,0,0,0,0.005225256,0.048887645,0,0,0.026421004,0,0,0,0.012496622,0,0.012911053,0,0.016627528
1094,低功耗,0,0,0,0,0.00285014,0,0,0.012603546,0,0,0.003482853,0,0.004859797,0,0,0,0
1095,网络拓扑,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0.000967485,0
1096,数字低通滤波器,0,0,0,0,0,0,0,0,0.014971902,0,0,0,0,0,0,0,0
1097,并联谐振回路,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040737444
1098,恒压源,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0.009719595,0.001077465,0,0,0.003325506
1099,电压串联负反馈,0,0,0,0,0,0,0,0,0,0,0,0,0.011802365,0,0,0,0
1100,变压器耦合功率放大电路,0,0,0,0,0,0,0,0,0,0,0,0,0.00208277,0,0,0,0
1101,椭圆极化,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029091551,0,0,0
1102,等效电路法,0,0,0,0,0,0,0,0,0,0,0,0,0.005554054,0,0,0,0
1103,低电平,0,0,0,0.023006081,0.003800186,0,0,0.036410245,0,0,0.377018819,0,0.02152196,0,0,0.003869938,0.012470646
1104,高频等效电路,0,0,0,0,0,0,0,0,0,0,0,0,0.008331081,0,0,0,0.004988259
